Time ,Ext Temp,Humidity,Core Temp,Heart Rate,Breathing Rate,PSI
0:00:00,39.8,95,37.5,121,31,6.1
0:00:05,39.1,97,37.7,124,28,5.6
0:00:10,39.2,90,37.4,129,29,5.9
0:00:15,40,98,37.2,121,32,6.3
0:00:20,39.4,99,37.7,121,29,5.7
0:00:25,40,91,37.6,130,31,5.9
0:00:30,39.8,95,37.2,121,28,6.3
0:00:35,39.1,90,37.5,129,31,6.4
0:00:40,39.5,95,37.7,120,29,6.1
0:00:45,39.2,94,37.6,123,30,6.1
0:00:50,39.2,90,37.3,122,30,5.7
0:00:55,40,94,37.6,121,29,6.5
0:01:00,39.2,90,37.2,127,31,5.7
0:01:05,39.1,99,37.7,124,32,6.2
0:01:10,39.5,91,37.4,122,33,5.6
0:01:15,39.2,96,37.2,130,32,6.5
0:01:20,39,92,37.5,123,31,5.9
0:01:25,39.8,95,37.4,129,28,6.2
0:01:30,39.3,98,37.3,123,32,5.8
0:01:35,39.4,93,37.5,129,33,5.8
0:01:40,39.5,100,37.7,125,28,5.9
0:01:45,39.9,95,37.7,129,32,6.4
0:01:50,39.7,99,37.5,120,29,6.5
0:01:55,39.5,95,37.6,129,31,5.6
0:02:00,40,90,37.3,128,33,6.4
0:02:05,39.3,97,37.2,122,31,5.7
0:02:10,39.8,91,37.5,124,31,5.7
0:02:15,39.2,94,37.3,124,31,6.3
0:02:20,39.8,92,37.5,126,29,6.1
0:02:25,39.5,90,37.3,129,32,5.9
0:02:30,39.9,97,37.4,129,32,5.7
0:02:35,39.7,93,37.6,126,29,6.5
0:02:40,39.4,98,37.4,124,31,5.8
0:02:45,39.3,97,37.5,127,32,5.7
0:02:50,39.4,91,37.2,127,30,6.1
0:02:55,39.1,98,37.4,120,31,6.5
0:03:00,39.5,96,37.7,124,33,6.3
0:03:05,40,91,37.4,130,31,6.3
0:03:10,39.7,95,37.7,128,33,5.6
0:03:15,40,100,37.2,124,32,5.9
0:03:20,39.6,97,37.3,129,31,5.6
0:03:25,39.8,98,37.2,127,31,5.9
0:03:30,39.7,97,37.6,127,33,6.3
0:03:35,39,97,37.7,122,28,5.9
0:03:40,39.7,94,37.6,125,28,5.7
0:03:45,39.5,91,37.7,130,32,5.6
0:03:50,39,98,37.3,130,32,6.4
0:03:55,39.3,98,37.2,121,32,6.5
0:04:00,39,91,37.7,130,33,5.9
0:04:05,39.6,99,37.4,120,32,5.6
0:04:10,39.4,91,37.5,130,28,6.5
0:04:15,39.1,100,37.6,126,33,6.4
0:04:20,39.5,91,37.2,129,29,6.1
0:04:25,39.6,98,37.6,128,33,5.6
0:04:30,40,97,37.5,124,32,5.7
0:04:35,39.5,96,37.5,122,28,6
0:04:40,39.3,91,37.7,125,33,5.6
0:04:45,39,93,37.6,123,28,6.1
0:04:50,40,98,37.4,124,28,6.3
0:04:55,39.5,95,37.6,124,32,5.8
0:05:00,39,95,37.3,130,28,6.3
0:05:05,39.8,92,37.7,121,28,6.1
0:05:10,39.2,95,37.6,123,33,6.3
0:05:15,39.4,93,37.5,128,30,5.6
0:05:20,39.7,95,37.3,122,28,6
0:05:25,39.7,97,37.4,130,33,6
0:05:30,39.9,96,37.3,128,33,5.6
0:05:35,40,90,37.2,122,29,6.4
0:05:40,39.3,94,37.6,127,32,6.2
0:05:45,39.3,91,37.5,123,30,6.1
0:05:50,39.5,95,37.7,120,28,6.1
0:05:55,39.3,90,37.7,126,33,6.1
0:06:00,39.9,99,37.5,125,32,6.1
0:06:05,39.2,92,37.7,122,31,6.1
0:06:10,39.2,97,37.2,126,32,6.3
0:06:15,39.9,97,37.4,124,30,6.3
0:06:20,40,91,37.6,126,30,6.1
0:06:25,39.3,97,37.7,127,32,5.8
0:06:30,39.8,91,37.7,122,29,6.4
0:06:35,39.2,91,37.7,128,28,5.8
0:06:40,40,93,37.6,120,31,5.8
0:06:45,39.5,95,37.4,121,32,5.6
0:06:50,39.9,99,37.2,125,28,6
0:06:55,39.4,96,37.3,126,30,5.9
0:07:00,39.3,94,37.5,122,28,6.3
0:07:05,39.8,100,37.2,120,31,6
0:07:10,39.9,95,37.6,123,32,6.5
0:07:15,39.7,97,37.2,121,33,5.6
0:07:20,39.7,100,37.3,129,31,6.2
0:07:25,39.5,97,37.4,127,33,6.5
0:07:30,40,99,37.7,127,28,5.8
0:07:35,39.2,100,37.5,120,28,6.3
0:07:40,39.5,90,37.3,128,28,5.6
0:07:45,39.2,99,37.5,120,33,6.2
0:07:50,39.3,100,37.4,130,28,5.6
0:07:55,39.8,100,37.3,124,29,6.5
0:08:00,39.1,96,37.3,126,32,6.1
0:08:05,39.4,98,37.3,125,29,6.4
0:08:10,39.1,96,37.3,129,30,6.5
0:08:15,39.3,97,37.3,127,30,5.7
0:08:20,39.4,93,37.7,122,33,6
0:08:25,39.5,92,37.4,123,28,6.3
0:08:30,40,97,37.5,124,28,6.4
0:08:35,39.7,97,37.5,125,32,5.9
0:08:40,40,97,37.3,128,30,5.6
0:08:45,39.2,90,37.4,124,33,5.8
