Time ,Ext Temp,Humidity,Core Temp,Heart Rate,Breathing Rate,PSI
0:00:00,35.7,82,36.8,117,26,5.1
0:00:05,35.3,87,36.5,120,30,5.5
0:00:10,35.2,83,37.1,112,30,5.8
0:00:15,35.3,82,36.5,110,27,5
0:00:20,35.9,88,37.2,115,30,6
0:00:25,35.5,88,36.5,116,30,6
0:00:30,36,88,37.3,110,28,5.8
0:00:35,35.4,86,36.9,115,25,5.8
0:00:40,35.3,82,37,116,27,5.1
0:00:45,35.5,86,36.8,114,25,5.7
0:00:50,35.2,82,37.1,116,30,6
0:00:55,35.1,89,37.4,114,29,6
0:01:00,36,86,37.4,119,29,5.6
0:01:05,35.1,85,37.1,111,27,5.9
0:01:10,35.7,80,36.9,112,27,5.7
0:01:15,35.2,83,36.8,117,28,5.6
0:01:20,35.7,89,36.9,110,26,5.3
0:01:25,35.6,84,37.1,116,27,5
0:01:30,35.4,88,36.7,116,28,5.9
0:01:35,35.3,86,37.4,118,26,5.8
0:01:40,35.8,89,36.7,117,29,5.2
0:01:45,36,89,37,111,29,5.5
0:01:50,35,83,36.6,119,27,5.4
0:01:55,35.5,81,37.1,112,28,5.5
0:02:00,35.8,85,37.5,117,27,5.4
0:02:05,35.2,82,37.4,118,30,5.9
0:02:10,35.5,86,36.8,115,28,6
0:02:15,35.8,84,37.2,110,30,5.6
0:02:20,35.5,89,36.8,111,30,5.7
0:02:25,36,82,36.8,117,30,5
0:02:30,35.4,89,37.3,112,25,5.5
0:02:35,36,80,37.4,112,26,5.7
0:02:40,35.3,89,37,113,29,5.5
0:02:45,35.4,88,37.2,110,26,6
0:02:50,35,85,37.4,111,25,5.9
0:02:55,35.8,85,36.9,110,25,5.2
0:03:00,35.3,86,37.5,120,26,5.5
0:03:05,35.5,83,36.6,116,26,5.1
0:03:10,35.1,82,36.8,111,25,5.1
0:03:15,35,86,37.4,119,28,5.4
0:03:20,35.4,87,37.1,117,25,5.8
0:03:25,35.5,84,36.9,111,30,5.8
0:03:30,35.1,89,37.2,115,28,5.7
0:03:35,35.6,83,37.3,115,25,5.4
0:03:40,35.9,90,37.5,116,28,5.6
0:03:45,35.4,90,37.5,113,25,5.4
0:03:50,36,80,36.5,119,27,5.8
0:03:55,35.4,90,37.4,120,29,5.7
0:04:00,35.8,81,36.6,110,30,5.4
0:04:05,35.1,89,36.6,117,29,5.4
0:04:10,36,88,37,113,27,5.5
0:04:15,35.9,83,37,112,26,6
0:04:20,35.1,89,37.5,116,25,5.7
0:04:25,35.9,87,36.9,118,30,5.7
0:04:30,35.8,90,36.6,120,30,5.8
0:04:35,35.8,85,37.1,112,28,5.2
0:04:40,35.8,84,37.5,111,28,5.1
0:04:45,35.2,85,36.5,112,25,5.3
0:04:50,35.3,81,37.1,110,30,5.3
0:04:55,35.9,90,37.3,117,28,5.2
0:05:00,35.9,86,36.8,116,26,5.6
0:05:05,35.2,89,36.9,110,27,5
0:05:10,35.3,84,37.2,114,30,5.4
0:05:15,35.9,84,37,113,30,5.8
0:05:20,36,86,37.3,117,30,5
0:05:25,35.3,89,36.7,118,28,5.6
0:05:30,35.8,85,36.7,117,29,5.3
0:05:35,35.5,84,37,118,26,6
0:05:40,35.4,85,36.5,112,25,5.6
0:05:45,35.4,86,37.2,116,30,5.9
0:05:50,35.9,81,36.9,115,30,5.8
0:05:55,35.6,90,37.2,115,27,5.1
0:06:00,35.9,82,36.5,110,30,5.2
0:06:05,35.4,81,37.2,119,25,5
0:06:10,35,84,36.9,111,26,5.1
0:06:15,35.4,87,37.1,113,26,5.2
0:06:20,35.3,85,37,111,29,5.9
0:06:25,35.3,87,37,118,27,5
0:06:30,35.2,80,36.8,116,29,5.4
0:06:35,35.9,87,37.2,111,29,5.2
0:06:40,35.3,89,37.5,120,30,5
0:06:45,36,87,37,114,30,5.3
0:06:50,35.3,82,36.7,112,28,5.3
0:06:55,35.9,82,37.3,117,30,5.5
0:07:00,35.5,88,36.8,118,26,5.3
0:07:05,35.2,82,36.6,115,30,5
0:07:10,35.5,80,37.3,114,27,5.8
0:07:15,35.1,81,37.4,115,28,5.6
0:07:20,35.9,84,36.7,118,28,5.3
0:07:25,35.5,84,37,113,29,5.2
0:07:30,35.4,85,37.5,120,29,5.8
0:07:35,35.3,81,37.4,120,28,5.5
0:07:40,35.5,81,37.4,118,28,6
0:07:45,35.8,84,37.4,118,27,5.2
0:07:50,35.8,82,37.1,116,25,5.1
0:07:55,35.5,87,37.5,114,27,5.3
0:08:00,35.2,87,37.1,112,30,5.2
0:08:05,35,84,36.8,114,25,5.4
0:08:10,35,80,36.5,114,25,5.1
0:08:15,35.8,88,36.9,118,29,5.3
0:08:20,35.1,88,37.5,114,26,5.7
0:08:25,35.2,83,37.3,120,25,5
0:08:30,35.9,88,36.7,117,28,5.7
0:08:35,35.2,82,37.5,110,29,6
0:08:40,35,86,37.2,113,25,5.3
0:08:45,35.7,84,37.5,115,27,5.2
0:08:50,35.8,89,37.5,118,26,5.7
0:08:55,35.2,87,36.7,118,28,5.2
0:09:00,36,82,37.4,110,28,6
0:09:05,35.4,89,36.7,110,27,5.6
0:09:10,35.1,89,36.6,112,28,5.6
0:09:15,35.6,84,36.9,110,30,5.1
0:09:20,35.3,86,37.5,111,28,5.1
0:09:25,35.6,89,37.5,119,26,5
0:09:30,35.4,82,37.1,114,27,5.9
0:09:35,35.9,81,37.3,118,28,5.2
0:09:40,35.2,87,37,110,27,5.4
0:09:45,35.1,85,37.4,117,28,5.8
0:09:50,36,89,36.7,120,29,5.1
0:09:55,35.7,81,36.7,120,27,5.4
0:10:00,35.2,80,37.4,115,28,5.3
0:10:05,35.5,80,36.5,118,27,6
0:10:10,35.6,84,37.1,117,26,5.2
0:10:15,35.6,88,36.9,111,29,5.5
0:10:20,36,81,37.1,114,27,5.8
0:10:25,35.6,88,37.1,119,28,5.6
0:10:30,35.6,88,37.2,110,25,5.1
0:10:35,36,89,37,110,27,5.3
0:10:40,35.6,81,36.8,112,30,5.3
0:10:45,35,86,36.7,110,30,5.3
0:10:50,35.5,84,37,114,27,5.2
0:10:55,35.4,88,36.5,110,27,5.8
0:11:00,35.9,85,37.5,113,30,5.8
0:11:05,35.3,86,37.4,111,28,5.1
0:11:10,35.3,82,36.6,115,27,5.3
0:11:15,35,89,36.8,110,26,5.5
0:11:20,35.1,87,36.7,119,29,5.5
0:11:25,35.9,83,37.4,110,25,5.3
0:11:30,36,82,37,117,29,5.8
0:11:35,35.1,81,36.5,116,27,5.1
0:11:40,35.7,85,37,112,26,6
0:11:45,35.6,86,36.7,111,30,5.4
0:11:50,35.1,88,37.4,115,30,6
0:11:55,35.6,86,37.4,116,30,5.6
0:12:00,36,89,37.1,111,28,5.9
0:12:05,35.5,90,37.1,115,30,5.5
0:12:10,35.2,81,36.5,115,25,5.5
0:12:15,36,90,36.8,114,28,5.2
0:12:20,35.3,86,37,112,30,5.4
0:12:25,35.9,89,36.6,115,30,5.5
0:12:30,35,86,37.1,120,27,5.2
0:12:35,35.3,90,37.2,116,30,5.2
0:12:40,35.9,80,36.9,120,26,5.6
0:12:45,35.7,85,36.8,118,28,5
0:12:50,35.6,83,36.5,111,28,5.4
0:12:55,35.5,88,37.4,110,30,5.3
0:13:00,36,83,36.6,118,27,5.4
0:13:05,35.9,80,37.4,117,25,6
0:13:10,35.6,80,36.9,118,27,5.5
0:13:15,35.9,86,37.2,112,25,5.6
0:13:20,36,87,37.5,120,27,5.1
0:13:25,35.1,87,36.5,112,25,5.2
0:13:30,35.9,87,36.5,114,30,5.7
0:13:35,35,85,36.8,118,29,5.9
0:13:40,35.7,86,36.6,111,27,5
0:13:45,35,90,37.1,119,29,5.9
0:13:50,35.6,85,37.3,116,29,5.3
0:13:55,36,82,36.5,113,29,5.8
0:14:00,36,80,36.5,116,25,5.4
0:14:05,35.7,81,37.3,119,29,5.1
0:14:10,35.3,82,36.6,118,29,5.8
0:14:15,35.2,87,36.9,110,27,5
0:14:20,35.4,87,36.9,114,30,5.8
0:14:25,35.4,84,37.2,114,28,5.5
0:14:30,35.4,81,36.5,113,28,5.4
0:14:35,35.9,87,36.8,111,28,5.6
0:14:40,35,81,36.6,115,26,5.7
0:14:45,35.9,85,36.7,112,28,6
0:14:50,35,89,37.3,118,26,5.7
0:14:55,35.8,86,36.7,114,25,5.9
0:15:00,35.3,85,37.5,120,28,5.8
0:15:05,35.5,86,37.6,127,34,6.7
0:15:10,35.4,82,37.7,130,33,7.5
0:15:15,35.3,89,37.7,121,35,6
0:15:20,35.2,80,37.7,127,30,7.2
0:15:25,35.1,89,37.6,125,35,6.8
0:15:30,35.1,84,37.6,124,32,6.7
0:15:35,36,89,38,123,35,7.3
0:15:40,35.4,81,37.6,121,33,6.4
0:15:45,35.7,81,37.8,128,33,7.3
0:15:50,35,90,37.6,120,31,7.2
0:15:55,35.1,81,37.8,120,30,6.7
0:16:00,35.7,89,37.8,125,33,7.1
0:16:05,35.6,84,38,123,35,7.3
0:16:10,35.4,83,38,124,33,6
0:16:15,35.2,90,37.6,126,34,6.3
0:16:20,35,80,37.7,123,32,6.4
0:16:25,35.8,81,38,123,33,6.9
0:16:30,35.1,83,37.9,130,32,7.5
0:16:35,35.4,90,37.7,128,30,6.8
0:16:40,35.9,87,37.6,130,33,6
0:16:45,35.5,84,37.8,124,32,6.7
0:16:50,35.3,82,37.9,125,32,7
0:16:55,35.7,89,38,130,35,6.1
0:17:00,35.1,86,37.5,121,33,6.6
0:17:05,35.6,84,37.6,128,31,6.8
0:17:10,35.4,86,38,121,32,7
0:17:15,35.4,87,37.7,130,31,6.7
0:17:20,35.8,88,37.5,123,35,6.3
0:17:25,35.5,87,37.5,123,34,6
0:17:30,35.3,87,37.9,130,30,7.4
0:17:35,35.8,80,37.7,123,35,7
0:17:40,35.2,84,37.6,124,32,6.2
0:17:45,35.5,90,37.7,126,33,7.4
0:17:50,35.2,88,37.7,128,31,6.1
0:17:55,35.4,83,38,123,30,6.8
0:18:00,35.4,89,37.8,120,33,6.2
0:18:05,35.9,82,37.5,122,32,7.5
0:18:10,35.2,88,37.6,130,34,6.9
0:18:15,35.3,86,37.6,121,31,7
0:18:20,35.6,81,37.9,123,35,6.8
0:18:25,35.6,87,37.5,125,34,6.5
0:18:30,35.3,80,37.6,121,32,6.8
0:18:35,35.5,80,37.5,124,31,6.7
0:18:40,35.1,85,37.7,126,30,7.1
0:18:45,35.3,83,37.5,128,32,7.4
0:18:50,35.2,80,37.6,126,34,6.3
0:18:55,35.7,88,37.8,120,31,6
0:19:00,35.4,89,37.8,120,30,6.7
0:19:05,35.6,83,37.5,121,34,6.9
0:19:10,35.8,86,37.8,128,34,6
0:19:15,35.4,86,37.9,125,33,7.5
0:19:20,35.2,80,37.5,124,34,6.1
0:19:25,35.8,89,38,120,31,6
0:19:30,35.9,88,38,124,35,6.1
0:19:35,35.3,88,37.8,121,31,6.9
0:19:40,35.3,90,37.7,124,31,6.7
0:19:45,35.2,88,37.6,128,31,6
0:19:50,35.2,90,37.6,126,35,6.2
0:19:55,35.3,84,37.8,127,33,7.1
0:20:00,35.2,84,37.8,124,34,6.1
0:20:05,35,83,37.6,126,34,7.1
0:20:10,35.7,86,38,128,31,6
0:20:15,35.8,88,37.7,126,31,6.9
0:20:20,35.6,81,37.9,124,32,6.5
0:20:25,35.2,80,38,121,34,7.1
0:20:30,35.8,83,38,130,30,7.1
0:20:35,35.8,88,37.8,120,33,7.1
0:20:40,35.9,89,38,129,34,6.2
0:20:45,35.8,83,37.6,124,34,6.6
0:20:50,35.5,85,37.7,125,35,6.7
0:20:55,35.1,85,37.6,130,33,6.1
0:21:00,35.8,82,37.8,126,33,6.2
0:21:05,35.6,88,38,121,34,6.5
0:21:10,35.5,83,37.7,127,33,6.3
0:21:15,35.4,82,37.9,129,31,7.1
0:21:20,36,81,38,120,33,6.1
0:21:25,35,85,37.9,123,32,6
0:21:30,35.2,83,37.5,122,34,7.4
0:21:35,35.9,81,37.8,122,35,6.3
0:21:40,35,86,37.8,124,34,6.7
0:21:45,35.7,89,37.5,124,30,6.6
0:21:50,35.9,90,38,123,31,6.5
0:21:55,35.3,86,37.7,129,31,6.1
