Time ,Ext Temp,Humidity,Core Temp,Heart Rate,Breathing Rate,PSI
0:00:00,32.8,52,37.1,112,28,5.8
0:00:05,32.1,55,37,113,25,5.2
0:00:10,32.9,55,37,114,25,5.4
0:00:15,32.7,56,36.7,110,28,5.5
0:00:20,32.6,58,37.2,107,28,5.6
0:00:25,32.5,56,37,116,28,5.7
0:00:30,32.2,56,36.8,107,28,4.9
0:00:35,32.1,57,37,110,27,5.1
0:00:40,32.8,53,36.9,114,26,5.3
0:00:45,32.7,59,36.9,108,25,5.7
0:00:50,32.1,51,37,115,25,5.4
0:00:55,32,53,36.7,110,27,5.5
0:01:00,32.5,54,36.5,115,28,5.2
0:01:05,33,55,37.1,109,28,5.4
0:01:10,32.4,60,36.6,114,28,5.6
0:01:15,32.1,52,36.7,114,26,4.8
0:01:20,32.5,54,37,112,25,5.7
0:01:25,32.3,50,37,109,27,5.6
0:01:30,32.1,57,36.9,113,26,5.5
0:01:35,32.2,55,36.5,112,28,5.2
0:01:40,32.7,51,36.9,112,25,5.8
0:01:45,32.8,56,36.9,109,27,5.6
0:01:50,32.9,58,37.2,106,26,5.3
0:01:55,32.9,58,37.2,106,26,5
0:02:00,32.7,60,36.5,113,27,5
0:02:05,32,59,36.9,110,27,5.5
0:02:10,32.9,53,36.7,114,25,5.3
0:02:15,32.3,59,37,111,25,5.7
0:02:20,32.9,60,36.8,113,25,5.6
0:02:25,32.7,57,36.6,106,27,5.4
0:02:30,32,60,37.2,107,27,5.6
0:02:35,32.4,51,36.9,111,28,5.6
0:02:40,32.7,56,37.1,111,28,5.5
0:02:45,32.5,51,36.8,115,25,5.7
0:02:50,32.7,51,36.9,113,27,4.9
0:02:55,32,50,36.7,109,26,5.7
0:03:00,32.2,56,36.7,111,27,4.9
0:03:05,32.6,53,37.1,113,25,5.4
0:03:10,32.4,52,37.1,109,27,4.9
0:03:15,32.9,57,36.8,112,27,5.1
0:03:20,33,60,36.7,111,26,4.8
0:03:25,32,56,37.2,115,28,5.3
0:03:30,32.6,59,37.1,114,26,5.5
0:03:35,32,53,36.7,116,27,4.8
0:03:40,32.8,59,36.8,107,25,5.2
0:03:45,32.7,59,36.7,111,26,5.6
0:03:50,32,59,37.2,113,25,5.8
0:03:55,32.6,55,37,112,27,5.3
0:04:00,32.1,50,37.1,115,26,5.6
0:04:05,32.1,56,36.6,116,28,5.3
0:04:10,32.8,53,37.2,113,25,5.1
0:04:15,32.7,55,36.9,116,25,5
0:04:20,32.3,53,36.5,111,28,4.8
0:04:25,32.7,60,36.5,110,27,5.8
0:04:30,32.7,59,36.5,113,25,5.1
0:04:35,32.5,53,36.6,110,27,5.2
0:04:40,32.3,59,37,110,26,5.7
0:04:45,32.2,55,36.9,109,26,5
0:04:50,32.4,52,37.1,108,28,5.6
0:04:55,32.1,56,36.7,114,26,5.5
0:05:00,32.8,51,36.7,112,25,5.7
0:05:05,32.7,53,36.8,115,28,5
0:05:10,33,50,37.2,108,27,5
0:05:15,32.7,57,37,111,25,5.7
0:05:20,32.7,53,36.7,107,27,5.1
0:05:25,32.4,59,36.5,116,26,5.4
0:05:30,32.2,50,36.9,113,27,4.8
0:05:35,32.4,52,36.6,108,26,5.8
0:05:40,32.9,55,36.7,108,27,5
0:05:45,32.5,58,37.1,108,28,5.1
0:05:50,32.4,55,37,114,27,5.3
0:05:55,33,54,36.8,113,28,4.9
0:06:00,32.2,50,36.8,114,25,4.9
0:06:05,32.2,56,37.2,113,28,5.4
0:06:10,32.4,54,36.8,110,28,5.7
0:06:15,32.9,53,36.7,110,25,5.1
0:06:20,32.6,53,37.2,108,26,5
